reference,country,date,sentiment_scores,sentiment_entropy
r070312a_ECB,euro area,2007-03-12,"{'positive': 0.3287671232876712, 'neutral': 0.6164383561643836, 'negative': 0.0547945205479452}",0.8230857231690124
r070314a_ECB,euro area,2007-03-14,"{'positive': 0.18, 'neutral': 0.69, 'negative': 0.13}",0.8299263649246729
r070316a_ECB,euro area,2007-03-16,"{'positive': 0.18333333333333332, 'neutral': 0.625, 'negative': 0.19166666666666668}",0.9214008306530737
r070321a_ECB,euro area,2007-03-21,"{'positive': 0.34, 'neutral': 0.56, 'negative': 0.1}",0.9217521515075083
r070323c_ECB,euro area,2007-03-23,"{'positive': 0.13095238095238096, 'neutral': 0.8452380952380952, 'negative': 0.023809523809523808}",0.4973237794167022
r070323a_ECB,euro area,2007-03-23,"{'positive': 0.13142857142857142, 'neutral': 0.76, 'negative': 0.10857142857142857}",0.7163451646433652
r070323b_ECB,euro area,2007-03-23,"{'positive': 0.19, 'neutral': 0.73, 'negative': 0.08}",0.7473360645737552
r070328a_ECB,euro area,2007-03-28,"{'positive': 0.2767857142857143, 'neutral': 0.6785714285714286, 'negative': 0.044642857142857144}",0.757458453768566
r070413a_ECB,euro area,2007-04-13,"{'positive': 0.41904761904761906, 'neutral': 0.5619047619047619, 'negative': 0.01904761904761905}",0.763814184024563
r070416a_ECB,euro area,2007-04-16,"{'positive': 0.2892561983471074, 'neutral': 0.6446280991735537, 'negative': 0.06611570247933884}",0.8214434136351186
r070417a_ECB,euro area,2007-04-17,"{'positive': 0.38095238095238093, 'neutral': 0.6071428571428571, 'negative': 0.011904761904761904}",0.723356606479839
r070418a_ECB,euro area,2007-04-18,"{'positive': 0.22641509433962265, 'neutral': 0.7358490566037735, 'negative': 0.03773584905660377}",0.6856866615213274
r070419b_ECB,euro area,2007-04-19,"{'positive': 0.08333333333333333, 'neutral': 0.8076923076923077, 'negative': 0.10897435897435898}",0.6211349253787557
r070423a_ECB,euro area,2007-04-23,"{'positive': 0.4875, 'neutral': 0.4375, 'negative': 0.075}",0.9061935950919564
r070502a_ECB,euro area,2007-05-02,"{'positive': 0.19811320754716982, 'neutral': 0.7028301886792453, 'negative': 0.09905660377358491}",0.7975999787004712
r070503a_ECB,euro area,2007-05-03,"{'positive': 0.2926829268292683, 'neutral': 0.6422764227642277, 'negative': 0.06504065040650407}",0.8217079776264553
r070507a_ECB,euro area,2007-05-07,"{'positive': 0.3181818181818182, 'neutral': 0.6477272727272727, 'negative': 0.03409090909090909}",0.7608426620068497
r070508a_ECB,euro area,2007-05-08,"{'positive': 0.35555555555555557, 'neutral': 0.6222222222222222, 'negative': 0.022222222222222223}",0.7474814710871596
r070509a_ECB,euro area,2007-05-09,"{'positive': 0.2231404958677686, 'neutral': 0.7520661157024794, 'negative': 0.024793388429752067}",0.640652964264885
r070511a_ECB,euro area,2007-05-11,"{'positive': 0.32116788321167883, 'neutral': 0.6496350364963503, 'negative': 0.029197080291970802}",0.7481695517913111
r070515a_ECB,euro area,2007-05-15,"{'positive': 0.20903954802259886, 'neutral': 0.751412429378531, 'negative': 0.03954802259887006}",0.6696990666714746
r070521a_ECB,euro area,2007-05-21,"{'positive': 0.3125, 'neutral': 0.66875, 'negative': 0.01875}",0.7071133625786046
r070522a_ECB,euro area,2007-05-22,"{'positive': 0.3548387096774194, 'neutral': 0.4838709677419355, 'negative': 0.16129032258064516}",1.0131875083727033
r070523a_ECB,euro area,2007-05-23,"{'positive': 0.45161290322580644, 'neutral': 0.41935483870967744, 'negative': 0.12903225806451613}",0.9876542462240765
r070524a_ECB,euro area,2007-05-24,"{'positive': 0.09411764705882353, 'neutral': 0.8, 'negative': 0.10588235294117647}",0.6386856390616115
r070601b_ECB,euro area,2007-06-01,"{'positive': 0.4424778761061947, 'neutral': 0.415929203539823, 'negative': 0.1415929203539823}",1.0024364283794507
r070601a_ECB,euro area,2007-06-01,"{'positive': 0.16666666666666666, 'neutral': 0.8333333333333334, 'negative': 0}",0.45056120886630463
r070601c_ECB,euro area,2007-06-01,"{'positive': 0.21875, 'neutral': 0.7375, 'negative': 0.04375}",0.69392794721842
r070604a_ECB,euro area,2007-06-04,"{'positive': 0.40476190476190477, 'neutral': 0.4880952380952381, 'negative': 0.10714285714285714}",0.9554866349403126
r070605a_ECB,euro area,2007-06-05,"{'positive': 0.3, 'neutral': 0.475, 'negative': 0.225}",1.0504234141728275
r070611a_ECB,euro area,2007-06-11,"{'positive': 0.15254237288135594, 'neutral': 0.7401129943502824, 'negative': 0.10734463276836158}",0.7491283465533201
r070611b_ECB,euro area,2007-06-11,"{'positive': 0.3333333333333333, 'neutral': 0.6091954022988506, 'negative': 0.05747126436781609}",0.8322961640564146
r070613a_ECB,euro area,2007-06-13,"{'positive': 0.3765432098765432, 'neutral': 0.5679012345679012, 'negative': 0.05555555555555555}",0.8496773475835591
r070615a_ECB,euro area,2007-06-15,"{'positive': 0.23484848484848486, 'neutral': 0.5303030303030303, 'negative': 0.23484848484848486}",1.016878637574748
r070615b_ECB,euro area,2007-06-15,"{'positive': 0.07746478873239436, 'neutral': 0.8169014084507042, 'negative': 0.1056338028169014}",0.6007984436177851
r070618a_ECB,euro area,2007-06-18,"{'positive': 0.3291139240506329, 'neutral': 0.5886075949367089, 'negative': 0.08227848101265822}",0.883223084441606
r070619a_ECB,euro area,2007-06-19,"{'positive': 0.22, 'neutral': 0.63, 'negative': 0.15}",0.9087584384572647
r070622a_ECB,euro area,2007-06-22,"{'positive': 0.27702702702702703, 'neutral': 0.6824324324324325, 'negative': 0.04054054054054054}",0.7463056267964654
r070622b_ECB,euro area,2007-06-22,"{'positive': 0.10989010989010989, 'neutral': 0.8571428571428571, 'negative': 0.03296703296703297}",0.4872883386296748
r070628a_ECB,euro area,2007-06-28,"{'positive': 0.06993006993006994, 'neutral': 0.8531468531468531, 'negative': 0.07692307692307693}",0.5188357743985099
r070703a_ECB,euro area,2007-07-03,"{'positive': 0.16326530612244897, 'neutral': 0.7857142857142857, 'negative': 0.05102040816326531}",0.6371957786630142
r070705a_ECB,euro area,2007-07-05,"{'positive': 0.2620689655172414, 'neutral': 0.6896551724137931, 'negative': 0.04827586206896552}",0.7535153719943745
r070710a_ECB,euro area,2007-07-10,"{'positive': 0.3333333333333333, 'neutral': 0.6666666666666666, 'negative': 0}",0.6365141682948128
r070710b_ECB,euro area,2007-07-10,"{'positive': 0.3125, 'neutral': 0.625, 'negative': 0.0625}",0.8305236914828464
r070711a_ECB,euro area,2007-07-11,"{'positive': 0.43, 'neutral': 0.52, 'negative': 0.05}",0.8527355069558122
r070712a_ECB,euro area,2007-07-12,"{'positive': 0.16129032258064516, 'neutral': 0.8064516129032258, 'negative': 0.03225806451612903}",0.5785328437149682
r070720a_ECB,euro area,2007-07-20,"{'positive': 0.38405797101449274, 'neutral': 0.43478260869565216, 'negative': 0.18115942028985507}",1.0391519404231937
r070723a_ECB,euro area,2007-07-23,"{'positive': 0.33980582524271846, 'neutral': 0.6019417475728155, 'negative': 0.05825242718446602}",0.8379321839549418
r070827a_ECB,euro area,2007-08-27,"{'positive': 0.18688524590163935, 'neutral': 0.6295081967213115, 'negative': 0.18360655737704917}",0.9160077491416025
r070903a_ECB,euro area,2007-09-03,"{'positive': 0.21666666666666667, 'neutral': 0.7111111111111111, 'negative': 0.07222222222222222}",0.7636061862915038
r070907a_ECB,euro area,2007-09-07,"{'positive': 0.2376237623762376, 'neutral': 0.5841584158415841, 'negative': 0.1782178217821782}",0.9628958360400801
r070907c_ECB,euro area,2007-09-07,"{'positive': 0.12048192771084337, 'neutral': 0.8373493975903614, 'negative': 0.04216867469879518}",0.537120961732247
r070907b_ECB,euro area,2007-09-07,"{'positive': 0.14912280701754385, 'neutral': 0.7631578947368421, 'negative': 0.08771929824561403}",0.7035275352204172
r070911a_ECB,euro area,2007-09-11,"{'positive': 0.21904761904761905, 'neutral': 0.6857142857142857, 'negative': 0.09523809523809523}",0.8152729362006959
r070911b_ECB,euro area,2007-09-11,"{'positive': 0.19230769230769232, 'neutral': 0.7435897435897436, 'negative': 0.0641025641025641}",0.7134570678383614
r070913a_ECB,euro area,2007-09-13,"{'positive': 0.26229508196721313, 'neutral': 0.6885245901639344, 'negative': 0.04918032786885246}",0.7561299233578638
r070921a_ECB,euro area,2007-09-21,"{'positive': 0.1791044776119403, 'neutral': 0.7761194029850746, 'negative': 0.04477611940298507}",0.643806201037316
r070921b_ECB,euro area,2007-09-21,"{'positive': 0.04504504504504504, 'neutral': 0.9009009009009009, 'negative': 0.05405405405405406}",0.39137916548937945
r070921c_ECB,euro area,2007-09-21,"{'positive': 0.36764705882352944, 'neutral': 0.5661764705882353, 'negative': 0.0661764705882353}",0.8696461434554129
r070926b_ECB,euro area,2007-09-26,"{'positive': 0.1388888888888889, 'neutral': 0.6203703703703703, 'negative': 0.24074074074074073}",0.9131898520845307
r070927b_ECB,euro area,2007-09-27,"{'positive': 0.29577464788732394, 'neutral': 0.6901408450704225, 'negative': 0.014084507042253521}",0.6762831756383213
r070927a_ECB,euro area,2007-09-27,"{'positive': 0.19047619047619047, 'neutral': 0.6111111111111112, 'negative': 0.1984126984126984}",0.9377247241515623
r070929a_ECB,euro area,2007-09-29,"{'positive': 0.27485380116959063, 'neutral': 0.6900584795321637, 'negative': 0.03508771929824561}",0.7285157215161715
r070930a_ECB,euro area,2007-09-30,"{'positive': 0.38095238095238093, 'neutral': 0.6190476190476191, 'negative': 0}",0.6645284386549151
r071001c_ECB,euro area,2007-10-01,"{'positive': 0.2540983606557377, 'neutral': 0.639344262295082, 'negative': 0.10655737704918032}",0.8726994589313906
r071001b_ECB,euro area,2007-10-01,"{'positive': 0.32558139534883723, 'neutral': 0.5813953488372093, 'negative': 0.09302325581395349}",0.9015750998610461
r071001a_ECB,euro area,2007-10-01,"{'positive': 0.41025641025641024, 'neutral': 0.5512820512820513, 'negative': 0.038461538461538464}",0.8191320224534538
r071008a_ECB,euro area,2007-10-08,"{'positive': 0.226890756302521, 'neutral': 0.7226890756302521, 'negative': 0.05042016806722689}",0.7218796302939926
r071008b_ECB,euro area,2007-10-08,"{'positive': 0.25862068965517243, 'neutral': 0.6436781609195402, 'negative': 0.09770114942528736}",0.860570744768146
r071009a_ECB,euro area,2007-10-09,"{'positive': 0.19047619047619047, 'neutral': 0.7619047619047619, 'negative': 0.047619047619047616}",0.6680178186607535
r071009b_ECB,euro area,2007-10-09,"{'positive': 0.3163265306122449, 'neutral': 0.5408163265306123, 'negative': 0.14285714285714285}",0.9744993422224533
r071011b_ECB,euro area,2007-10-11,"{'positive': 0.24691358024691357, 'neutral': 0.5987654320987654, 'negative': 0.15432098765432098}",0.9408430099170099
r071011a_ECB,euro area,2007-10-11,"{'positive': 0.36633663366336633, 'neutral': 0.47029702970297027, 'negative': 0.16336633663366337}",1.018644573007374
r071020a_ECB,euro area,2007-10-20,"{'positive': 0.1953125, 'neutral': 0.6875, 'negative': 0.1171875}",0.8278248864796145
r071021a_ECB,euro area,2007-10-21,"{'positive': 0.08620689655172414, 'neutral': 0.7413793103448276, 'negative': 0.1724137931034483}",0.7362249852544513
r071023a_ECB,euro area,2007-10-23,"{'positive': 0.3333333333333333, 'neutral': 0.5575757575757576, 'negative': 0.10909090909090909}",0.9336147713646498
r071024a_ECB,euro area,2007-10-24,"{'positive': 0.22727272727272727, 'neutral': 0.5909090909090909, 'negative': 0.18181818181818182}",0.9575556963742231
r071026a_ECB,euro area,2007-10-26,"{'positive': 0.058823529411764705, 'neutral': 0.8627450980392157, 'negative': 0.0784313725490196}",0.49368135423633785
r071108a_ECB,euro area,2007-11-08,"{'positive': 0.3269230769230769, 'neutral': 0.5961538461538461, 'negative': 0.07692307692307693}",0.8711781871876818
r071112a_ECB,euro area,2007-11-12,"{'positive': 0.10067114093959731, 'neutral': 0.8053691275167785, 'negative': 0.09395973154362416}",0.6276606363817525
r071115a_ECB,euro area,2007-11-15,"{'positive': 0.23618090452261306, 'neutral': 0.6683417085427136, 'negative': 0.09547738693467336}",0.8344218501615357
r071119a_ECB,euro area,2007-11-19,"{'positive': 0.2, 'neutral': 0.7928571428571428, 'negative': 0.007142857142857143}",0.5412168609623415
r071120c_ECB,euro area,2007-11-20,"{'positive': 0.34285714285714286, 'neutral': 0.6571428571428571, 'negative': 0}",0.6429124396658009
r071120a_ECB,euro area,2007-11-20,"{'positive': 0.06751054852320675, 'neutral': 0.810126582278481, 'negative': 0.12236286919831224}",0.6096124193850117
r071123a_ECB,euro area,2007-11-23,"{'positive': 0.15384615384615385, 'neutral': 0.6730769230769231, 'negative': 0.17307692307692307}",0.8580180323969246
r071126b_ECB,euro area,2007-11-26,"{'positive': 0.24545454545454545, 'neutral': 0.6545454545454545, 'negative': 0.1}",0.8524403298646439
r071126c_ECB,euro area,2007-11-26,"{'positive': 0.3142857142857143, 'neutral': 0.5428571428571428, 'negative': 0.14285714285714285}",0.9733943995718437
r071126d_ECB,euro area,2007-11-26,"{'positive': 0.21739130434782608, 'neutral': 0.6956521739130435, 'negative': 0.08695652173913043}",0.7965853690105892
r071126a_ECB,euro area,2007-11-26,"{'positive': 0.17716535433070865, 'neutral': 0.7952755905511811, 'negative': 0.027559055118110236}",0.5877623852937532
r071129a_ECB,euro area,2007-11-29,"{'positive': 0.20454545454545456, 'neutral': 0.6363636363636364, 'negative': 0.1590909090909091}",0.9046869401837412
r071130a_ECB,euro area,2007-11-30,"{'positive': 0.40350877192982454, 'neutral': 0.5964912280701754, 'negative': 0}",0.6744087274254286
r071203c_ECB,euro area,2007-12-03,"{'positive': 0.11764705882352941, 'neutral': 0.7352941176470589, 'negative': 0.14705882352941177}",0.759764564958659
r071203b_ECB,euro area,2007-12-03,"{'positive': 0.18041237113402062, 'neutral': 0.6597938144329897, 'negative': 0.15979381443298968}",0.876359915388689
r071203a_ECB,euro area,2007-12-03,"{'positive': 0.3770491803278688, 'neutral': 0.5901639344262295, 'negative': 0.03278688524590164}",0.7910485672567491
r071205a_ECB,euro area,2007-12-05,"{'positive': 0.3333333333333333, 'neutral': 0.5703703703703704, 'negative': 0.0962962962962963}",0.9118142512577033
r071207a_ECB,euro area,2007-12-07,"{'positive': 0.18181818181818182, 'neutral': 0.7636363636363637, 'negative': 0.05454545454545454}",0.6745366077079936
r071210a_ECB,euro area,2007-12-10,"{'positive': 0.23076923076923078, 'neutral': 0.5846153846153846, 'negative': 0.18461538461538463}",0.9641117793788399
r071212b_ECB,euro area,2007-12-12,"{'positive': 0.14184397163120568, 'neutral': 0.5886524822695035, 'negative': 0.2695035460992908}",0.9423294649327776
r071212a_ECB,euro area,2007-12-12,"{'positive': 0.16049382716049382, 'neutral': 0.7654320987654321, 'negative': 0.07407407407407407}",0.6910265579420193
r071219a_ECB,euro area,2007-12-19,"{'positive': 0.23423423423423423, 'neutral': 0.6666666666666666, 'negative': 0.0990990990990991}",0.8393664635965759
r080105a_ECB,euro area,2008-01-05,"{'positive': 0.2, 'neutral': 0.72, 'negative': 0.08}",0.7604688022513465
r080105b_ECB,euro area,2008-01-05,"{'positive': 0.21551724137931033, 'neutral': 0.6982758620689655, 'negative': 0.08620689655172414}",0.7928304662778043
r080112a_ECB,euro area,2008-01-12,"{'positive': 0.4, 'neutral': 0.5714285714285714, 'negative': 0.02857142857142857}",0.7878781161838868
r080116b_ECB,euro area,2008-01-16,"{'positive': 0.21100917431192662, 'neutral': 0.5504587155963303, 'negative': 0.23853211009174313}",0.9988015456396482
r080116a_ECB,euro area,2008-01-16,"{'positive': 0.21348314606741572, 'neutral': 0.7640449438202247, 'negative': 0.02247191011235955}",0.6205784043696958
r080117a_ECB,euro area,2008-01-17,"{'positive': 0.25510204081632654, 'neutral': 0.5714285714285714, 'negative': 0.17346938775510204}",0.9721489363049693
r080118a_ECB,euro area,2008-01-18,"{'positive': 0.5416666666666666, 'neutral': 0.4375, 'negative': 0.020833333333333332}",0.7744201529755906
r080122c_ECB,euro area,2008-01-22,"{'positive': 0.24705882352941178, 'neutral': 0.7294117647058823, 'negative': 0.023529411764705882}",0.6637854044184641
r080122a_ECB,euro area,2008-01-22,"{'positive': 0.2548076923076923, 'neutral': 0.5576923076923077, 'negative': 0.1875}",0.9879186672702749
r080122b_ECB,euro area,2008-01-22,"{'positive': 0.16964285714285715, 'neutral': 0.6875, 'negative': 0.14285714285714285}",0.8365454994849826
r080123a_ECB,euro area,2008-01-23,"{'positive': 0.24444444444444444, 'neutral': 0.7222222222222222, 'negative': 0.03333333333333333}",0.6927658549624464
r080124a_ECB,euro area,2008-01-24,"{'positive': 0.12, 'neutral': 0.78, 'negative': 0.1}",0.6784899938962452
r080128a_ECB,euro area,2008-01-28,"{'positive': 0.3191489361702128, 'neutral': 0.6595744680851063, 'negative': 0.02127659574468085}",0.7209059771234057
r080213c_ECB,euro area,2008-02-13,"{'positive': 0.14925373134328357, 'neutral': 0.746268656716418, 'negative': 0.1044776119402985}",0.7382990037979069
r080213b_ECB,euro area,2008-02-13,"{'positive': 0.14084507042253522, 'neutral': 0.7816901408450704, 'negative': 0.07746478873239436}",0.6667471574778031
r080213a_ECB,euro area,2008-02-13,"{'positive': 0.1794871794871795, 'neutral': 0.782051282051282, 'negative': 0.038461538461538464}",0.625863375469208
r080214b_ECB,euro area,2008-02-14,"{'positive': 0.25477707006369427, 'neutral': 0.6242038216560509, 'negative': 0.12101910828025478}",0.8981163042117739
r080214a_ECB,euro area,2008-02-14,"{'positive': 0.22857142857142856, 'neutral': 0.7142857142857143, 'negative': 0.05714285714285714}",0.7412417095961681
r080215a_ECB,euro area,2008-02-15,"{'positive': 0.4132231404958678, 'neutral': 0.4380165289256198, 'negative': 0.1487603305785124}",1.0102259726066525
r080225a_ECB,euro area,2008-02-25,"{'positive': 0.23157894736842105, 'neutral': 0.7684210526315789, 'negative': 0}",0.5411771739403777
r080226a_ECB,euro area,2008-02-26,"{'positive': 0.1981981981981982, 'neutral': 0.6576576576576577, 'negative': 0.14414414414414414}",0.8755852217307846
